ID,AÑO,MES,SEMANA,DATE,NANDINA,IMPORTER,FACTURA,CUSTOMS,MODE OF TRANSPORT,TRANSPORT NAME,ORIGIN,DEPARTURE,QUANTITY,UNIT OF MEASUREMENT,FOB U$S,UNIT FOB U$S,CIF U$S,UNIT CIF U$S,FREIGHT U$S,NET W. (KG),GROSS W.(KG),DETAIL OF MERCHANDISE,BULTOS,NANDINA,IVA,OTHERS,SUPPLIER,SUPPLIER  -  ADDRESS,SUPPLIER  -  TOWN,SUPPLIER  -  CONTACT
I0372019000002337,2019,2,5,2019-02-02,0306179900,EXPOMAR COLOMBIA S.A.S                  ,001-001-000000,IPIALES                       ,TERRESTRE                ,TRANSPORTE  CARVAJAL     ,ECUADOR             ,ECUADOR             ,15000.00,                    ,46500.00,3.10,47000.25,3.13,35.25,15000.00,15750.00,DIM 1/1 DO0158-IP19 PEDIDO 01/02/2019 PRODUCTO : CAMARON DE CULTIVO CRUDO Y CONGELADO. CAN                              ,000000750,0       ,0       ,0       ,EXPORTADORA LAMAR EXPO&LAMAR S.A.                           ,KM 16.5 S/N VIA A DAULE SOLAR 13                            ,GUAYAQUIL                               ,                                
I0482019000086539,2019,2,5,2019-02-02,0306179900,COMPANIA PESQUERA DEL MAR S.A.S         ,002-003-000009,CARTAGENA ESPECIAL            ,MARITIMO                 ,HAPAG LLOYD COLOMBIA     ,ECUADOR             ,ECUADOR             ,8500.00,                    ,58059.20,6.83,59290.71,6.98,650.92,8500.00,9378.39,"DO,00054153 Pedido 59-OM-20 D,I, 20827161 F/N 002-003-000009490 08-JAN-19 REFERENCIA  CAMA                              ",000001083,0       ,0       ,0       ,OPERADORA Y PROCESADORA DE PRODUCTOS MARINOS OMARSA S.A     ,AV. BARCELONA S/N MUELLE OMARSA JUN                         ,ECUADOR                                 ,                                
I0482019000086541,2019,2,5,2019-02-02,0306179900,COMPANIA PESQUERA DEL MAR S.A.S         ,002-003-000009,CARTAGENA ESPECIAL            ,MARITIMO                 ,HAPAG LLOYD COLOMBIA     ,ECUADOR             ,ECUADOR             ,13160.00,                    ,85068.20,6.46,86872.62,6.60,953.74,13160.00,14447.02,"DO,00054153 Pedido 59-OM-20 D,I, 20827162 F/N 002-003-000009490 08-JAN-19 Ref  CAMAR?N (VA                              ",000001083,0       ,0       ,0       ,OPERADORA Y PROCESADORA DE PRODUCTOS MARINOS OMARSA S.A     ,AV. BARCELONA S/N MUELLE OMARSA JUN                         ,ECUADOR                                 ,                                
I0352019000061463,2019,2,6,2019-02-05,0306179900,ANCLA Y VIENTO S.A.                     ,001-004-000000,BUENAVENTURA                  ,MARITIMO                 ,MAERSK COLOMBIA S.A      ,ECUADOR             ,CHILE               ,18427.95,                    ,106402.56,5.77,108448.39,5.88,981.80,18427.95,20577.88,"""DO I35190016 PEDIDO 762/ DO: TIM19350104 DECLARACION 1 DE 2,FACTURA(S):001-004-000000026,""                             ",000001883,0       ,0       ,0       ,PESCARDEG SA                                                ,AV FCO  DE ORELLANA EDIF  BLUE  TOWER PI                    ,GUAYAQUIL                               ,                                
I0352019000061468,2019,2,6,2019-02-05,0306179900,ANCLA Y VIENTO S.A.                     ,001-004-000000,BUENAVENTURA                  ,MARITIMO                 ,MAERSK COLOMBIA S.A      ,ECUADOR             ,CHILE               ,4168.05,                    ,24066.24,5.77,24528.97,5.88,222.07,4168.05,4654.32,"""DO I35190016 PEDIDO 762/ DO: TIM19350104 DECLARACION 2 DE 2,FACTURA(S):001-004-000000026,""                             ",000001883,0       ,0       ,0       ,PESCARDEG SA                                                ,AV FCO  DE ORELLANA EDIF  BLUE  TOWER PI                    ,GUAYAQUIL                               ,                                
I0352019000062430,2019,2,6,2019-02-05,0306179900,INTERMARES L SAS                        ,001-007-000012,BUENAVENTURA                  ,MARITIMO                 ,EDUARDO  L GERLEIN S     ,ECUADOR             ,ECUADOR             ,23400.00,                    ,115120.00,4.92,117336.22,5.01,1065.02,23400.00,25350.00,"""DO I-35-BUN/2019 PEDIDO 12280 DECLARACION 1 DE 1,FACTURA(S):001-007-000012280, MERCANCIA N""                            ",000001950,0       ,0       ,0       ,INDUSTRIAL PESQUERA SANTA PRISCILA S.A.                     ,KM. 5 1/2 VIA A DAULE                                       ,GUAYAQUIL                               ,                                
I0372019000002501,2019,2,6,2019-02-05,0306179900,CAMPEZ S.A.S.                           ,001-002-000000,IPIALES                       ,TERRESTRE                ,TRANSPORTE NACIONAL      ,ECUADOR             ,ECUADOR             ,10006.00,                    ,43089.80,4.31,43522.25,4.35,1.55,10006.00,10870.00,PRODUCTO: CAMARON DE CULTIVO PRECOCIDO CONGELADO VARIAS TALLAS. DESTINO: SECTOR GASTRONOMI                              ,000000635,0       ,0       ,0       ,COMERCIALIZADORA INTERNACIONAL DE MARISCOS MARGRANJA SA     ,LOCALIZACION DOS ESTEROS PASAJE B Y                         ,SANTO DOMINGO                           ,                                
I0872019000029902,2019,2,6,2019-02-06,0306179900,HICO FISH S.A.S.                        ,CI-751        ,BARRANQUILLA ESPECIAL         ,MARITIMO                 ,CARIBBEAN AMERICAN S     ,E.E.U.U.            ,E.E.U.U.            ,2267.96,                    ,10000.00,4.41,10387.62,4.58,287.62,2267.96,2267.96,"""4/4 DO TIM19870029 DO 2019 003 PI 3, FACTURA COMERCIAL: CI-751 DE 2019/01/07. CONCEPTO DEL""                            ",000006090,4       ,0       ,0       ,CORACLE INCORPORATION                                       ,40 SW 13 ST OF 703 MIAMI FL 33130                           ,MIAMI                                   ,                                
I0352019000066858,2019,2,6,2019-02-07,0306179900,SOCIEDAD DE COMERCIALIZACION INTERNACION,002-003-000000,BUENAVENTURA                  ,MARITIMO                 ,AGENTES PORTUARIOS S     ,ECUADOR             ,ECUADOR             ,13900.00,                    ,78173.60,5.62,79392.43,5.71,437.09,13900.00,14595.00,"DO 2019053 DECLARACION(1-2) VISTO BUENO INVIMA NO. NO. VINVIMA-19-01539 DE 2019-01-09, VIS                              ",000001300,0       ,0       ,0       ,ZAMBRITISA S.A.                                             ,"MAPASINGUE OESTE, CALLE TERCERA 438                         ",GUAYAQUIL                               ,                                
I0352019000066859,2019,2,6,2019-02-07,0306179900,SOCIEDAD DE COMERCIALIZACION INTERNACION,002-003-000000,BUENAVENTURA                  ,MARITIMO                 ,AGENTES PORTUARIOS S     ,ECUADOR             ,ECUADOR             ,12100.00,                    ,61691.20,5.10,62716.11,5.18,408.00,12100.00,12705.00,"DO 2019053 DECLARACION(2-2) VISTO BUENO INVIMA NO. NO. VINVIMA-19-02051 DE 2019-01-10, VIS                              ",000001300,0       ,0       ,0       ,ZAMBRITISA S.A.                                             ,"MAPASINGUE OESTE, CALLE TERCERA 438                         ",GUAYAQUIL                               ,                                
I0372019000002764,2019,2,6,2019-02-07,0306179900,MASTERSEA SAS                           ,002005-0000022,IPIALES                       ,TERRESTRE                ,TRANSPORTE NACIONAL      ,ECUADOR             ,ECUADOR             ,26000.00,                    ,125340.00,4.82,126922.70,4.88,329.30,26000.00,27300.00,PRODUCTO: CAMARON DE CULTIVO PRECOCIDO CONGELADO MEDIANO Y PEQUE?O. DESTINO: SECTOR GASTRO                              ,000001300,0       ,0       ,0       ,PROCESADORA DE MARISCOS DE EL ORO PROMAORO S.A.             ,PARROQUIA JELI AV EUGENIO CAJAMARCA                         ,EL ORO                                  ,                                
I0482019000101250,2019,2,6,2019-02-08,0306179900,INTERMARES L SAS                        ,001-007-000012,CARTAGENA ESPECIAL            ,MARITIMO                 ,EDUARDO  L GERLEIN S     ,ECUADOR             ,ECUADOR             ,23424.00,                    ,117337.40,5.01,119805.62,5.11,1294.85,23424.00,25376.00,"""DO I-76-CTG/2019 PEDIDO 12281 DECLARACION 1 DE 1,FACTURA(S):001-007-000012281, MERCANCIA N""                            ",000001952,0       ,0       ,0       ,INDUSTRIAL PESQUERA SANTA PRISCILA S.A.                     ,KM. 5 1/2 VIA A DAULE                                       ,GUAYAQUIL                               ,                                
I0872019000033901,2019,2,6,2019-02-09,0306179900,HICO FISH S.A.S.                        ,CI-754        ,BARRANQUILLA ESPECIAL         ,MARITIMO                 ,CARIBBEAN AMERICAN S     ,E.E.U.U.            ,E.E.U.U.            ,2267.96,                    ,17500.00,7.72,17952.37,7.92,277.37,2267.96,2268.05,"""3/6 DO TIM19870048 DO 2019 007 PI 6, FACTURA COMERCIAL: CI-754 DE 2019-01-20, CONCEPTO DEL""                            ",000006910,4       ,0       ,0       ,CORACLE INCORPORATION                                       ,40 SW 13 ST OF 703 MIAMI FL 33130                           ,MIAMI                                   ,                                
I0872019000033938,2019,2,6,2019-02-09,0306179900,HICO FISH S.A.S.                        ,CI-755        ,BARRANQUILLA ESPECIAL         ,MARITIMO                 ,CARIBBEAN AMERICAN S     ,E.E.U.U.            ,E.E.U.U.            ,1859.73,                    ,14350.00,7.72,14672.84,7.89,179.34,1859.73,1860.31,"""6/6 DO TIM19870048 DO 2019 007 PI 6, FACTURA COMERCIAL: CI-755 DE 2019-01-21, CONCEPTO DEL""                            ",000006910,4       ,0       ,0       ,CORACLE INCORPORATION                                       ,40 SW 13 ST OF 703 MIAMI FL 33130                           ,MIAMI                                   ,                                
I0032019000272739,2019,2,7,2019-02-13,0306320000,PESQUERA JARAMILLO LTDA                 ,1237550       ,BOGOTA                        ,AEREO                    ,AIR CANADA SUCURSAL      ,CANADA              ,CANADA              ,81.65,                    ,1552.75,19.02,2016.27,24.69,447.99,81.65,108.00,DO CITBOG19062 PEDIDO TRAMITE: LANGOSTA DECLARACION(1-1) FACTURA: 1237550 FECHA: 2019-02-1                              ,000000006,0       ,19      ,0       ,FISHERMANS MARKET INTERNATIONAL INC                         ,607 BENDFORT HIGWAY                                         ,HALIFAX                                 ,                                
I0482019000112691,2019,2,7,2019-02-13,0306179900,COMERCIALIZADORA INTERNACIONAL ANTILLANA,401483        ,CARTAGENA ESPECIAL            ,MARITIMO                 ,MAERSK COLOMBIA S.A      ,PANAMA              ,PANAMA              ,21036.36,                    ,108190.00,5.14,111177.33,5.29,1905.43,21036.36,26296.00,"""G5IM1902166426. DO 19069 PEDIDO DECLARACION 1 DE 1,FACTURA(S):401483 , PRODUCTO: CAMARON P""                            ",000001157,0       ,0       ,0       ,PROCESADORA MARPESCA S.A.                                   ,PUERTO PESQUERO DE VACAMONTE ARRAIJ                         ,PANAMA                                  ,                                
I0032019000292874,2019,2,7,2019-02-15,0306171100,PESQUERA JARAMILLO LTDA                 ,VN/0000423    ,BOGOTA                        ,AEREO                    ,AVIANCA S.A. AEROVIA     ,ESPA?A              ,ESPA?A              ,198.00,                    ,2041.44,10.31,3107.27,15.69,1045.42,198.00,260.00,DO CITBOG19063 PEDIDO TRAMITE: LANGOSTINO DECLARACION(1-1) FACTURA: VN/0000423 FECHA: 2019                              ,000000001,0       ,19      ,0       ,CONGELADOS NORIBERICA S.A.                                  ,"RONDA DON BOSCO, 24-1? 36202                                ",VIGO (PO)                               ,                                
I0352019000080601,2019,2,7,2019-02-15,0306179900,INTERMARES L SAS                        ,001-007-000012,BUENAVENTURA                  ,MARITIMO                 ,EDUARDO  L GERLEIN S     ,ECUADOR             ,ECUADOR             ,23022.91,                    ,124746.00,5.42,126984.16,5.52,990.70,23022.91,25673.00,"""DO I-40-BUN/2019 PEDIDO SANTA PRISCILIA DECLARACION 1 DE 1,FACTURA(S):001-007-000012340, M""                            ",000001831,0       ,0       ,0       ,INDUSTRIAL PESQUERA SANTA PRISCILA S.A.                     ,KM. 5 1/2 VIA A DAULE                                       ,GUAYAQUIL                               ,                                
I0372019000003408,2019,2,7,2019-02-15,0306179900,P Y M PACIFIC GROUP S.A.S.              ,002002-0000002,IPIALES                       ,TERRESTRE                ,TRANSPORTE NACIONAL      ,ECUADOR             ,ECUADOR             ,5180.00,                    ,26696.68,5.15,26940.16,5.20,23.49,5180.00,5516.70,PRODUCTO: CAMARON DE CULTIVO CRUDO CONGELADO. DESTINO: SECTOR GASTRONOMICO. PARA CONSUMO H                              ,000000259,0       ,0       ,0       ,EXPORTADORA DE CAMARON ECUATORIANO EXCAMECOR                ,VIA PANAMERICANA E/ MANUELA SAENZ Y GUAR                    ,GUAYAQUIL                               ,                                
I0372019000003409,2019,2,7,2019-02-15,0306179900,P Y M PACIFIC GROUP S.A.S.              ,002002-0000002,IPIALES                       ,TERRESTRE                ,TRANSPORTE NACIONAL      ,ECUADOR             ,ECUADOR             ,6820.00,                    ,36452.22,5.34,36779.48,5.39,37.26,6820.00,7263.30,"PRODUCTO: CAMARON DE CULTIVO CONGELADO PRECOCIDO. DESTINO: SECTOR GASTRONOMICO, PARA CONSU                              ",000000341,0       ,0       ,0       ,EXPORTADORA DE CAMARON ECUATORIANO EXCAMECOR                ,VIA PANAMERICANA E/ MANUELA SAENZ Y GUAR                    ,GUAYAQUIL                               ,                                
I0372019000003462,2019,2,7,2019-02-15,0306179900,INTERNATIONAL FOOD EXPORTATION S.A.S    ,002-001-000000,IPIALES                       ,TERRESTRE                ,TRANSPORTE  CARVAJAL     ,ECUADOR             ,ECUADOR             ,10000.00,                    ,59888.00,5.99,60365.94,6.04,120.94,10000.00,10500.00,DIM 1/1 DO0227-IP19 PEDIDO 15/02/2019   PRODUCTO : CAMARON DE CULTIVO CRUDO. CANTIDAD : 1.                              ,000000500,0       ,0       ,0       ,CAMAR-EXPO S.A.                                             ,VIA PEDERNALES-CHAMANGA KM  4 1/2                           ,PEDERNALES                              ,                                
I0872019000040139,2019,2,7,2019-02-15,0306179900,HICO FISH S.A.S.                        ,CI-756        ,BARRANQUILLA ESPECIAL         ,MARITIMO                 ,CARIBBEAN AMERICAN S     ,E.E.U.U.            ,E.E.U.U.            ,907.18,                    ,9040.00,9.96,9294.92,10.25,164.52,907.18,907.18,"""2/6 DO TIM19870057 DO 2019 011 PI 7, FACTURA COMERCIAL: CI-756 DE 2019/01/24. CONCEPTO DEL""                            ",000003400,4       ,0       ,0       ,CORACLE INCORPORATION                                       ,40 SW 13 ST OF 703 MIAMI FL 33130                           ,MIAMI                                   ,                                
I0352019000083031,2019,2,7,2019-02-16,0306179900,ANCLA Y VIENTO S.A.                     ,001-004-000000,BUENAVENTURA                  ,MARITIMO                 ,MAERSK COLOMBIA S.A      ,ECUADOR             ,CHILE               ,22666.20,                    ,83813.47,3.70,85926.05,3.79,1274.45,22666.20,25306.60,"""DO I35190019 PEDIDO OC 771/ TIM19350124 DECLARACION 1 DE 1,FACTURA(S):001-004-000000039, ,""                            ",000001886,0       ,0       ,0       ,PESCARDEG SA                                                ,AV FCO  DE ORELLANA EDIF  BLUE  TOWER PI                    ,GUAYAQUIL                               ,                                
I0372019000003539,2019,2,8,2019-02-18,0306179900,EXPOMAR COLOMBIA S.A.S                  ,001-001-000000,IPIALES                       ,TERRESTRE                ,TRANSPORTE  CARVAJAL     ,ECUADOR             ,ECUADOR             ,15000.00,                    ,46500.00,3.10,47000.25,3.13,35.25,15000.00,15750.00,DIM 1/1 DO0236-IP19 PEDIDO 18/02/2019 PRODUCTO : CAMARON DE CULTIVO CRUDO Y CONGELADO. CAN                              ,000000750,0       ,0       ,0       ,EXPORTADORA LAMAR EXPO&LAMAR S.A.                           ,KM 16.5 S/N VIA A DAULE SOLAR 13                            ,GUAYAQUIL                               ,                                
